household_key,segment,segment_name,targeted,purchase_amount,purchase_count,cate_purchase,cate_visits,cate_primary
996,0,Unknown,1,484.1,10.0,-77.05461009188141,-24.369829756690294,-77.05461009188141
997,0,Unknown,1,606.3,18.0,-449.7884212960515,-27.753647532768127,-449.7884212960515
998,0,Unknown,1,1303.38,49.0,-1648.0684959134815,-84.08320587628913,-1648.0684959134815
999,0,Unknown,1,54.43,3.0,80.05597709974654,1.7538207284243015,80.05597709974654
1000,0,Unknown,1,488.81,19.0,-725.2952790117267,-61.870939776912806,-725.2952790117267
1001,0,Unknown,1,296.31,5.0,-224.8702458727929,-14.65589909530759,-224.8702458727929
1003,0,Unknown,1,165.49,5.0,-229.48240124328345,-2.670225602928639,-229.48240124328345
1004,0,Unknown,1,353.29,24.0,-841.7166329267507,-60.07516852399533,-841.7166329267507
1005,0,Unknown,1,413.16,31.0,-537.9627167311188,-29.08743032361609,-537.9627167311188
1007,0,Unknown,1,146.63,15.0,-745.3941133651379,5.449446666888164,-745.3941133651379
1010,0,Unknown,1,563.64,19.0,-286.3518111735209,-17.31103222922988,-286.3518111735209
1011,0,Unknown,1,312.06,17.0,-616.0765048181563,-16.426687614068356,-616.0765048181563
1012,0,Unknown,1,365.41,19.0,251.4512431226211,27.84379506110031,251.4512431226211
1014,0,Unknown,1,495.68,18.0,-961.051414213812,-4.121776638127585,-961.051414213812
1015,0,Unknown,1,449.41,12.0,-708.13107479738,-41.89308016121436,-708.13107479738
1016,0,Unknown,1,64.65,3.0,-395.84411418602497,-12.460683539950452,-395.84411418602497
1017,0,Unknown,1,572.6,13.0,-519.5664856853689,6.611050892997554,-519.5664856853689
1018,0,Unknown,1,339.25,14.0,239.4118996971862,1.716159118755499,239.4118996971862
1019,0,Unknown,1,114.74000000000001,6.0,-328.89589937952826,-10.959752004909149,-328.89589937952826
1020,0,Unknown,1,1190.41,22.0,-1343.3133992958794,-72.91201204361096,-1343.3133992958794
1024,0,Unknown,1,1572.6200000000001,28.0,-1096.113787581088,-124.97633513054788,-1096.113787581088
1025,0,Unknown,1,516.21,17.0,-503.6097596591094,23.677137403743245,-503.6097596591094
1029,0,Unknown,1,2011.84,35.0,-1594.5111877981858,-239.07087520881313,-1594.5111877981858
1031,0,Unknown,1,761.8,29.0,-786.8298481838575,-83.27919972912841,-786.8298481838575
1032,0,Unknown,1,597.37,19.0,-251.37186905515227,-3.2516057553912674,-251.37186905515227
1034,0,Unknown,1,86.04,9.0,-233.1733305709639,6.248298367235051,-233.1733305709639
1038,0,Unknown,1,247.77,54.0,-1447.8025460050908,-42.80006682108967,-1447.8025460050908
1039,0,Unknown,1,541.56,11.0,-829.1886627841529,-41.005274640422044,-829.1886627841529
1040,0,Unknown,1,887.73,37.0,-1564.5403661249563,-102.39484658038239,-1564.5403661249563
1041,0,Unknown,1,1381.52,67.0,-961.0205080793035,-7.124634325231511,-961.0205080793035
1042,0,Unknown,1,572.64,26.0,-393.34369485748056,8.38340790913692,-393.34369485748056
1045,0,Unknown,1,357.23,28.0,-1321.7431504431254,-55.42203252739887,-1321.7431504431254
1046,0,Unknown,1,530.76,15.0,-1494.3633812008932,-103.28455471571183,-1494.3633812008932
1047,0,Unknown,1,73.89,8.0,-243.85891738791582,-0.6526578071712521,-243.85891738791582
1048,0,Unknown,1,217.0,5.0,-492.7160533132295,-26.01408418986921,-492.7160533132295
1050,0,Unknown,1,490.89,14.0,-245.2059051246838,-22.11438166951507,-245.2059051246838
1051,0,Unknown,1,41.89,3.0,224.08014728823292,6.926172376311214,224.08014728823292
1053,0,Unknown,1,787.76,14.0,-638.7834417676229,-49.83600530346615,-638.7834417676229
1055,0,Unknown,1,236.17000000000002,15.0,40.104408602878976,-7.264062084132874,40.104408602878976
1056,0,Unknown,1,639.02,10.0,-886.6416783280649,-58.763197517743606,-886.6416783280649
1057,0,Unknown,1,1284.72,29.0,-1322.5376043213146,-178.8213804519181,-1322.5376043213146
1058,0,Unknown,1,937.17,83.0,-1743.7777644836528,-104.0167057413928,-1743.7777644836528
1060,0,Unknown,1,724.48,9.0,-646.0826795975704,-80.82710335833721,-646.0826795975704
1061,0,Unknown,1,1602.52,22.0,-558.4753912273304,-36.432733321548824,-558.4753912273304
1062,0,Unknown,1,158.5,33.0,-1126.2206827573414,-51.655535056075536,-1126.2206827573414
1064,0,Unknown,1,970.84,9.0,-201.05099977708528,27.919586466536316,-201.05099977708528
1065,0,Unknown,1,373.39,4.0,-476.09024660138493,13.269181217211468,-476.09024660138493
1066,0,Unknown,1,489.02,40.0,-790.2383252730106,-47.52778591415378,-790.2383252730106
1067,0,Unknown,1,41.52,1.0,-6.4108475398481914,13.257893975890596,-6.4108475398481914
1069,0,Unknown,1,329.51,7.0,-567.8589442050808,-55.11959922190732,-567.8589442050808
1070,0,Unknown,1,723.08,24.0,-61.882143849168244,-2.46164923853965,-61.882143849168244
1071,0,Unknown,1,147.68,5.0,133.11912493472892,18.411658363970872,133.11912493472892
1072,0,Unknown,1,315.65,12.0,-256.4743777065868,9.70487849039256,-256.4743777065868
1073,0,Unknown,1,447.0,20.0,-547.9110740367246,-10.512843832230317,-547.9110740367246
1074,0,Unknown,1,1199.08,22.0,-1019.9611246050881,-63.68754091631786,-1019.9611246050881
1075,0,Unknown,1,37.4,3.0,-367.2320767358542,-2.7826183647501352,-367.2320767358542
1076,0,Unknown,1,339.77,14.0,-728.6576070141288,-34.52475837566527,-728.6576070141288
1078,0,Unknown,1,867.77,24.0,-925.9519275617788,-88.96054287247912,-925.9519275617788
1081,0,Unknown,1,950.71,17.0,-1656.8024195770313,-133.79612763221505,-1656.8024195770313
1082,0,Unknown,1,148.47,10.0,-113.65847076479338,-16.59988400695812,-113.65847076479338
1083,0,Unknown,1,116.68,7.0,-446.29428538184084,-12.46508459434196,-446.29428538184084
1084,0,Unknown,1,240.01,24.0,-482.09181589773664,-22.234622440339507,-482.09181589773664
1085,0,Unknown,1,951.39,21.0,-442.14568325021025,7.9833893898311885,-442.14568325021025
1087,0,Unknown,1,502.9,27.0,-708.4511681145004,-24.63907518517732,-708.4511681145004
1088,0,Unknown,1,166.41,12.0,-720.2792828087165,-30.348194168074855,-720.2792828087165
1089,0,Unknown,1,44.53,4.0,-477.0206896165043,3.1445320029631887,-477.0206896165043
1091,0,Unknown,1,703.13,10.0,-577.6883046009191,-112.17434901211072,-577.6883046009191
1094,0,Unknown,1,980.15,13.0,-628.4923039720027,-21.963924636019158,-628.4923039720027
1097,0,Unknown,1,646.41,17.0,-1082.2377843104382,-138.2787601862135,-1082.2377843104382
1098,0,Unknown,1,1445.36,56.0,-319.07374277292354,-9.990227991033478,-319.07374277292354
1102,0,Unknown,1,81.44,6.0,-634.6926099931925,-20.99654715843208,-634.6926099931925
1103,0,Unknown,1,705.98,26.0,-1082.9991703502067,-81.74925387330356,-1082.9991703502067
1104,0,Unknown,1,372.03000000000003,14.0,85.24137183977416,11.44285991318533,85.24137183977416
1111,0,Unknown,1,3176.17,46.0,-2097.8171837509,-188.5033467671193,-2097.8171837509
1113,0,Unknown,1,480.40000000000003,21.0,-11.653894923955477,7.178614299815109,-11.653894923955477
1116,0,Unknown,1,108.69,3.0,42.0398487652792,-22.68891782106806,42.0398487652792
1117,0,Unknown,1,472.74,24.0,-802.141526338037,-22.039850032930616,-802.141526338037
1119,0,Unknown,1,251.25,7.0,-742.1622149310001,9.218941168495007,-742.1622149310001
1120,0,Unknown,1,86.4,6.0,-660.4489536932426,-0.17692175316867065,-660.4489536932426
1121,0,Unknown,1,526.18,14.0,1.9198460487405669,17.246691033333235,1.9198460487405669
1122,0,Unknown,1,88.84,6.0,-754.1569644451531,-15.193105781403801,-754.1569644451531
1123,0,Unknown,1,550.71,8.0,-350.9953229042079,-16.06029972004768,-350.9953229042079
1124,0,Unknown,1,98.93,5.0,-89.34528571764366,15.261821853632327,-89.34528571764366
1125,0,Unknown,1,24.29,18.0,-400.9388944519387,-4.987452312645189,-400.9388944519387
1126,0,Unknown,1,192.59,3.0,-524.334721137911,-33.95630200640559,-524.334721137911
1127,0,Unknown,1,50.9,3.0,-564.9543296797228,-7.252005290248633,-564.9543296797228
1128,0,Unknown,1,472.67,38.0,-403.82666665535163,-10.251442482215737,-403.82666665535163
1130,0,Unknown,1,810.52,44.0,-752.1386406761703,-8.132252121256982,-752.1386406761703
1131,0,Unknown,1,545.49,14.0,-446.2939526390985,-7.248270791529137,-446.2939526390985
1132,0,Unknown,1,185.96,3.0,-360.53515576751533,5.541153158424763,-360.53515576751533
1133,0,Unknown,1,355.67,26.0,-693.8380241626169,-22.865484563441612,-693.8380241626169
1134,0,Unknown,1,429.57,3.0,-454.2166791541109,-4.051101189300596,-454.2166791541109
1136,0,Unknown,1,83.81,6.0,-180.11485301221137,-11.595906125948048,-180.11485301221137
1137,0,Unknown,1,262.98,18.0,-580.0563501849522,-69.52221088348024,-580.0563501849522
1138,0,Unknown,1,502.59000000000003,23.0,-263.50297727197983,-24.92072295389879,-263.50297727197983
1139,0,Unknown,1,1454.99,15.0,-857.6249515838023,-107.25021646521762,-857.6249515838023
1141,0,Unknown,1,228.37,11.0,-182.9369733769712,-8.302077543894626,-182.9369733769712
1142,0,Unknown,1,2145.36,32.0,-2085.782140600703,-243.07403803450134,-2085.782140600703
1145,0,Unknown,1,737.7,18.0,-585.4173852350002,-34.267408123077786,-585.4173852350002
1146,0,Unknown,1,1016.01,42.0,-1628.26009461708,-127.26002860061234,-1628.26009461708
1151,0,Unknown,1,557.74,45.0,-691.9148761208568,-60.592876015376106,-691.9148761208568
1153,0,Unknown,1,103.05,5.0,-366.28611188390494,-20.570021795356325,-366.28611188390494
1154,0,Unknown,1,547.12,16.0,-423.5522237029969,-45.69906929394938,-423.5522237029969
1157,0,Unknown,1,339.36,15.0,-647.2591927189036,-24.00454261750707,-647.2591927189036
1158,0,Unknown,1,505.97,29.0,-495.343994715407,-10.777552000014254,-495.343994715407
1159,0,Unknown,1,0.0,0.0,-1116.5901964482255,-76.74252972054316,-1116.5901964482255
1160,0,Unknown,1,411.48,19.0,-946.4800170435715,-35.24291790038333,-946.4800170435715
1163,0,Unknown,1,902.14,27.0,-727.3142145208974,-22.453537934892864,-727.3142145208974
1164,0,Unknown,1,603.29,13.0,-514.0242008049285,-53.75392835177195,-514.0242008049285
1165,0,Unknown,1,296.84,11.0,-312.02897408128354,-5.653658910894862,-312.02897408128354
1166,0,Unknown,1,1716.05,54.0,-1941.7430863624725,-139.5433353259695,-1941.7430863624725
1167,0,Unknown,1,978.66,21.0,-1010.5531848308648,-70.62231188678533,-1010.5531848308648
1169,0,Unknown,1,349.88,7.0,-1211.9551646497748,-84.34844253792551,-1211.9551646497748
1172,0,Unknown,1,407.91,12.0,-14.120299461056447,-7.103520708578088,-14.120299461056447
1174,0,Unknown,1,216.18,11.0,-395.7851524415236,22.53332071141415,-395.7851524415236
1175,0,Unknown,1,863.07,21.0,-678.3031564161661,-116.57490518906673,-678.3031564161661
1178,0,Unknown,1,531.73,24.0,-164.75447790068608,-30.36521068969273,-164.75447790068608
1179,0,Unknown,1,1704.34,37.0,-1242.476836727586,-64.46781395544235,-1242.476836727586
1180,0,Unknown,1,1632.16,32.0,-415.3835531502923,-29.502849718133746,-415.3835531502923
1181,0,Unknown,1,99.65,11.0,-293.07692935159486,14.60663869510995,-293.07692935159486
1182,0,Unknown,1,248.39,14.0,-63.142187923259144,11.144649317223923,-63.142187923259144
1184,0,Unknown,1,0.0,0.0,-370.3575831632154,-12.878334271938783,-370.3575831632154
1186,0,Unknown,1,1071.28,17.0,-225.3706031251644,-4.1377615167342015,-225.3706031251644
1187,0,Unknown,1,740.06,35.0,40.43272563022174,22.3562847321285,40.43272563022174
1188,0,Unknown,1,175.73,10.0,-358.50277248842895,20.84680771933384,-358.50277248842895
1190,0,Unknown,1,681.83,48.0,-703.7710850804118,-13.249927421192211,-703.7710850804118
1191,0,Unknown,1,339.78,13.0,-135.65049077620438,-10.898433112874429,-135.65049077620438
1193,0,Unknown,1,95.15,10.0,-1773.8928642968772,-111.47346339152111,-1773.8928642968772
1197,0,Unknown,1,259.51,8.0,266.8139028023031,-2.28577939956773,266.8139028023031
1203,0,Unknown,1,693.88,25.0,-714.4640724451433,-82.53858899390212,-714.4640724451433
1204,0,Unknown,1,416.06,15.0,-210.28979199318985,-20.605094803841695,-210.28979199318985
1206,0,Unknown,1,874.81,38.0,-2296.634242762735,-85.36767428188469,-2296.634242762735
1207,0,Unknown,1,179.97,21.0,-270.0915317033424,-14.39616733979156,-270.0915317033424
1211,0,Unknown,1,982.68,20.0,-1342.0971984176779,-202.21860973328506,-1342.0971984176779
1216,0,Unknown,1,882.1800000000001,22.0,-1005.2951520637041,-23.34919904796999,-1005.2951520637041
1218,0,Unknown,1,312.57,17.0,-827.6390130982819,-27.3020239889932,-827.6390130982819
1219,0,Unknown,1,84.37,17.0,48.95960892586726,-5.224636680840675,48.95960892586726
1222,0,Unknown,1,909.86,20.0,-792.6919766261594,-29.16449025022729,-792.6919766261594
1224,0,Unknown,1,200.67,9.0,-837.9317044502675,12.117919996445409,-837.9317044502675
1226,0,Unknown,1,935.73,13.0,-902.4644369391269,-22.66357205577799,-902.4644369391269
1227,0,Unknown,1,366.05,5.0,-827.2627935733764,-28.303323638773634,-827.2627935733764
1228,0,Unknown,1,1422.72,81.0,-2201.0238097733863,-215.84370710866398,-2201.0238097733863
1229,0,Unknown,1,2354.6,41.0,-595.8941995659981,-78.69427591796315,-595.8941995659981
1233,0,Unknown,1,320.59000000000003,4.0,658.9328130374927,13.940189569281742,658.9328130374927
1234,0,Unknown,1,608.21,16.0,-808.0289994311038,-29.8797753669038,-808.0289994311038
1236,0,Unknown,1,518.02,28.0,-1087.2977629335446,-75.83415434738652,-1087.2977629335446
1237,0,Unknown,1,129.78,2.0,-215.28460663336955,-10.879922812696606,-215.28460663336955
1238,0,Unknown,1,599.82,5.0,-715.7854008379909,-61.16566385787402,-715.7854008379909
1239,0,Unknown,1,171.94,2.0,-337.4376053037248,-12.979634459531354,-337.4376053037248
1240,0,Unknown,1,1249.94,23.0,-1002.9567235967895,-122.86953755697974,-1002.9567235967895
1245,0,Unknown,1,481.19,25.0,175.64885607658528,5.817471498160913,175.64885607658528
1246,0,Unknown,1,417.62,8.0,-603.3345857787607,-59.270722737641734,-603.3345857787607
1247,0,Unknown,1,1207.4,19.0,-1039.6748783660573,-76.68943377634139,-1039.6748783660573
1248,0,Unknown,1,1013.97,19.0,-1958.7170965055661,-213.48938517000414,-1958.7170965055661
1251,0,Unknown,1,41.46,5.0,-172.77554546730602,7.105077862017168,-172.77554546730602
1256,0,Unknown,1,541.5600000000001,20.0,73.31736269818543,-3.913624567709377,73.31736269818543
1258,0,Unknown,1,327.47,22.0,-111.20232098564037,-3.9982904250586273,-111.20232098564037
1259,0,Unknown,1,124.34,4.0,-375.1477865850028,-21.995910873478678,-375.1477865850028
1260,0,Unknown,1,1216.78,21.0,-702.2159637845068,-69.35145086709485,-702.2159637845068
1261,0,Unknown,1,750.74,36.0,-515.5843307289242,-38.431267354016285,-515.5843307289242
1263,0,Unknown,1,1243.43,21.0,-170.04815550830335,-12.784028940621866,-170.04815550830335
1264,0,Unknown,1,903.96,14.0,293.9115047870464,-2.391183985623826,293.9115047870464
1265,0,Unknown,1,140.76,5.0,-433.386583383421,-2.7307766761407777,-433.386583383421
1266,0,Unknown,1,239.87,10.0,-209.29800844604193,-8.83494125334878,-209.29800844604193
1269,0,Unknown,1,473.53,24.0,-432.07328785605193,13.820294953545641,-432.07328785605193
1270,0,Unknown,1,603.18,14.0,-136.7319346944505,2.2525323588215542,-136.7319346944505
1271,0,Unknown,1,534.19,16.0,-524.7600387920768,-21.53485435170805,-524.7600387920768
1272,0,Unknown,1,1410.8700000000001,35.0,-1984.222753455551,-135.89601699824783,-1984.222753455551
1277,0,Unknown,1,828.3100000000001,41.0,-1735.2549349287988,-65.29035089804651,-1735.2549349287988
1279,0,Unknown,1,639.08,30.0,-1144.823370984203,-17.867894586687385,-1144.823370984203
1282,0,Unknown,1,599.89,26.0,-1665.1222633149564,-80.39185501149353,-1665.1222633149564
1284,0,Unknown,1,412.3,40.0,-270.3780593840257,1.905593464397299,-270.3780593840257
1285,0,Unknown,1,609.79,19.0,-778.7592446819597,-45.24394827289086,-778.7592446819597
1287,0,Unknown,1,290.69,13.0,-384.85502585968186,4.398077159063533,-384.85502585968186
1288,0,Unknown,1,375.68,7.0,-237.505439869979,4.4089440924697385,-237.505439869979
1289,0,Unknown,1,146.99,66.0,-745.2601779483545,-20.06436089530942,-745.2601779483545
1291,0,Unknown,1,533.63,14.0,-619.1974436139342,-27.861460815786046,-619.1974436139342
1292,0,Unknown,1,14.36,1.0,36.4532279577802,22.686061639203537,36.4532279577802
1293,0,Unknown,1,543.34,24.0,-735.3212968327181,-1.6554340954423878,-735.3212968327181
1294,0,Unknown,1,744.18,8.0,-523.6810673727656,17.325827121772306,-523.6810673727656
1296,0,Unknown,1,262.54,11.0,-645.1943970638223,-42.04319251743169,-645.1943970638223
1297,0,Unknown,1,131.35,10.0,-67.34989589630044,0.24235165735041164,-67.34989589630044
1299,0,Unknown,1,614.1,22.0,-33.64413520223718,-2.5182059204757934,-33.64413520223718
1300,0,Unknown,1,285.65999999999997,8.0,87.51952383763609,-0.3414963276354399,87.51952383763609
1301,0,Unknown,1,276.74,16.0,8.041915791774159,6.607721778766518,8.041915791774159
1303,0,Unknown,1,900.39,28.0,-337.9304353781588,-24.98560363701435,-337.9304353781588
1304,0,Unknown,1,163.58,15.0,-655.9854110189657,-20.17231251648056,-655.9854110189657
1305,0,Unknown,1,978.25,37.0,-2125.5556461394913,-203.20895615432073,-2125.5556461394913
1306,0,Unknown,1,343.98,19.0,-228.48360272418745,23.54157160142489,-228.48360272418745
1307,0,Unknown,1,345.4,25.0,-365.75569996748334,-28.11649669485648,-365.75569996748334
1312,0,Unknown,1,55.33,3.0,-1317.417618266148,-57.359926075973874,-1317.417618266148
1314,0,Unknown,1,2336.3,44.0,-2759.2957262572836,-230.34101069287897,-2759.2957262572836
1316,0,Unknown,1,778.44,10.0,-268.8752385619831,-11.541947455229604,-268.8752385619831
1317,0,Unknown,1,658.51,24.0,-505.34500177188545,-17.29982843905603,-505.34500177188545
1318,0,Unknown,1,780.72,10.0,-581.8724801952453,-54.46120119745231,-581.8724801952453
1319,0,Unknown,1,145.29,6.0,-505.91212665412684,-0.30391173610999545,-505.91212665412684
1321,0,Unknown,1,190.76,26.0,-200.27398143602315,-11.257692324218183,-200.27398143602315
1325,0,Unknown,1,525.37,12.0,-486.0382550824976,-15.774969272419952,-486.0382550824976
1326,0,Unknown,1,1437.61,60.0,-1212.1954151316725,-75.84434002373419,-1212.1954151316725
1330,0,Unknown,1,151.85,7.0,-0.041163521586440766,-13.325659811365838,-0.041163521586440766
1331,0,Unknown,1,221.88,11.0,159.7008576967122,4.174044893140945,159.7008576967122
1333,0,Unknown,1,1174.42,18.0,-1924.9725799431355,-140.40888398413577,-1924.9725799431355
1336,0,Unknown,1,527.91,9.0,-961.6071206298752,-57.47627256373332,-961.6071206298752
1337,0,Unknown,1,1534.57,29.0,-1701.788569844961,-79.10882756420165,-1701.788569844961
1345,0,Unknown,1,54.63,2.0,-303.4310689670958,-7.452941001437637,-303.4310689670958
1347,0,Unknown,1,1116.25,34.0,-663.9423015039418,-41.36281182600743,-663.9423015039418
1349,0,Unknown,1,738.01,22.0,-1414.4577446299618,-95.37461855384711,-1414.4577446299618
1350,0,Unknown,1,264.55,15.0,-88.65487034953202,6.572394109147524,-88.65487034953202
1351,0,Unknown,1,51.54,10.0,-652.3392201751099,-26.458990744881447,-652.3392201751099
1352,0,Unknown,1,708.7,20.0,-454.2449309729336,-43.388536864329325,-454.2449309729336
1353,0,Unknown,1,505.78000000000003,17.0,-882.4349653347438,-16.214696473934993,-882.4349653347438
1354,0,Unknown,1,613.09,18.0,-698.9603855353753,-17.569160156971236,-698.9603855353753
1356,0,Unknown,1,534.0600000000001,19.0,-572.5900663046303,-25.29326179335493,-572.5900663046303
1357,0,Unknown,1,403.02,10.0,-672.0639906098802,-77.47115247152888,-672.0639906098802
1363,0,Unknown,1,682.41,4.0,-609.9527398637325,-58.512676767124134,-609.9527398637325
1364,0,Unknown,1,238.92000000000002,8.0,-38.470155834588695,3.7144207049542786,-38.470155834588695
1366,0,Unknown,1,352.99,31.0,201.34056811472388,10.796430411734462,201.34056811472388
1367,0,Unknown,1,1281.31,28.0,-1294.6237644118867,-51.82705530101023,-1294.6237644118867
1369,0,Unknown,1,283.85,13.0,-851.1391744517126,-51.62211862652012,-851.1391744517126
1370,0,Unknown,1,1209.66,12.0,-1461.2350907217938,-168.04387217654235,-1461.2350907217938
1374,0,Unknown,1,745.89,24.0,-533.8508943440563,-10.259421403305424,-533.8508943440563
1375,0,Unknown,1,986.37,21.0,-652.805655483995,-3.3240423193527135,-652.805655483995
1376,0,Unknown,1,984.98,18.0,-2211.955718409381,-196.3785339504206,-2211.955718409381
1378,0,Unknown,1,540.02,15.0,-177.05041485963852,-36.75440706907722,-177.05041485963852
1379,0,Unknown,1,1860.39,64.0,-2129.41587942016,-182.85459648286295,-2129.41587942016
1382,0,Unknown,1,663.75,14.0,-265.893451904341,-12.06360257267481,-265.893451904341
1383,0,Unknown,1,83.32000000000001,12.0,-177.3262131092879,-7.284861483837005,-177.3262131092879
1385,0,Unknown,1,1070.31,16.0,-104.21080902008214,-23.8388941784701,-104.21080902008214
1387,0,Unknown,1,322.39,15.0,-595.9165759660344,-20.516055131851516,-595.9165759660344
1388,0,Unknown,1,891.78,22.0,32.66333978696946,-9.710610412751976,32.66333978696946
1389,0,Unknown,1,501.87,9.0,-253.88656210324882,-21.48574257178059,-253.88656210324882
1390,0,Unknown,1,1097.79,56.0,-850.7502977187321,-10.777455472621682,-850.7502977187321
1391,0,Unknown,1,893.61,19.0,80.02603122687253,-2.194343221465431,80.02603122687253
1392,0,Unknown,1,407.04,22.0,-662.3071915057928,-33.62935655426199,-662.3071915057928
1393,0,Unknown,1,530.94,19.0,-309.3588030775127,-9.000147644044631,-309.3588030775127
1394,0,Unknown,1,472.78,18.0,-801.4912349057615,-46.61214051088248,-801.4912349057615
1396,0,Unknown,1,839.25,33.0,-2217.678510581105,-96.54946130285325,-2217.678510581105
1397,0,Unknown,1,707.28,39.0,-1009.9218995361191,-79.16239203062113,-1009.9218995361191
1402,0,Unknown,1,71.47,17.0,-1413.651418781697,-71.01970378360949,-1413.651418781697
1403,0,Unknown,1,951.66,18.0,-496.80617921667874,-90.22015715385305,-496.80617921667874
1405,0,Unknown,1,257.65,6.0,202.930142898457,12.960577501970448,202.930142898457
1406,0,Unknown,1,268.6,5.0,-291.26110516662175,-25.855607331313195,-291.26110516662175
1408,0,Unknown,1,20.9,2.0,-527.7066630149565,-19.458743052529897,-527.7066630149565
1409,0,Unknown,1,1071.15,18.0,-396.42678562983815,-2.0877492666668047,-396.42678562983815
1412,0,Unknown,1,722.16,14.0,-362.1337864049585,-34.304653757380635,-362.1337864049585
1417,0,Unknown,1,1011.79,21.0,-526.3564594292409,-47.427003550943084,-526.3564594292409
1418,0,Unknown,1,479.8,12.0,-457.0182867560612,-0.28080735615370145,-457.0182867560612
1419,0,Unknown,1,668.23,46.0,-4555.789308272361,-239.77245958299335,-4555.789308272361
1420,0,Unknown,1,387.65,9.0,-6.248162602379352,-5.916185208780902,-6.248162602379352
1421,0,Unknown,1,543.9,23.0,-190.73437086805052,-20.478947180959906,-190.73437086805052
1423,0,Unknown,1,197.6,16.0,-778.1933794913547,-41.57853187637026,-778.1933794913547
1424,0,Unknown,1,108.35,8.0,-164.26952227022792,-8.50077806949588,-164.26952227022792
1425,0,Unknown,1,507.2,12.0,-664.8293878616627,-31.671787544442736,-664.8293878616627
1426,0,Unknown,1,187.57,7.0,-313.6801973287429,-13.216669675279022,-313.6801973287429
1428,0,Unknown,1,1127.77,40.0,-1352.8371646653786,-41.41050655029068,-1352.8371646653786
1430,0,Unknown,1,3413.94,44.0,-2463.451044892055,-319.78376366852285,-2463.451044892055
1431,0,Unknown,1,192.17000000000002,15.0,-590.027108500969,-30.925959236859924,-590.027108500969
1434,0,Unknown,1,430.87,24.0,-1030.0589935215305,-10.023479318935017,-1030.0589935215305
1437,0,Unknown,1,454.78,10.0,-945.9750693625447,8.264332832943268,-945.9750693625447
1440,0,Unknown,1,501.02,15.0,-467.582892097088,-24.30966874386627,-467.582892097088
1443,0,Unknown,1,125.34,9.0,-773.7173166124644,-66.46015324618386,-773.7173166124644
1445,0,Unknown,1,853.8,30.0,-660.0593438703835,-11.833967440730703,-660.0593438703835
1446,0,Unknown,1,459.46000000000004,9.0,-211.6444333856557,-4.787657053452108,-211.6444333856557
1448,0,Unknown,1,68.11,1.0,-527.4667318121983,-74.95703637329422,-527.4667318121983
1451,0,Unknown,1,1438.63,58.0,-741.9712282276032,-37.44666787883136,-741.9712282276032
1452,0,Unknown,1,280.5,68.0,54.81230222430074,9.051136255842792,54.81230222430074
1453,0,Unknown,1,2721.04,108.0,-3590.7471604432512,-218.40841225390704,-3590.7471604432512
1454,0,Unknown,1,800.51,27.0,-591.3141682454817,-46.76337432876551,-591.3141682454817
1456,0,Unknown,1,50.24,4.0,-657.9692787710558,-6.604662876327893,-657.9692787710558
1458,0,Unknown,1,366.09,15.0,-421.9154160736757,-20.144801262332265,-421.9154160736757
1459,0,Unknown,1,852.11,16.0,-441.0867034142685,-20.65957008168988,-441.0867034142685
1460,0,Unknown,1,339.6,10.0,429.48195801564844,13.506065501017432,429.48195801564844
1461,0,Unknown,1,825.53,33.0,-1612.0800069881293,-98.70937568680921,-1612.0800069881293
1462,0,Unknown,1,589.19,18.0,-910.2214890059403,-19.8162032443243,-910.2214890059403
1463,0,Unknown,1,460.41,16.0,384.63654282084445,-4.908424403711933,384.63654282084445
1464,0,Unknown,1,346.58,10.0,-630.688727113011,-6.008696562919397,-630.688727113011
1467,0,Unknown,1,578.13,182.0,-2764.22529334062,-120.37349105724975,-2764.22529334062
1468,0,Unknown,1,0.0,0.0,-324.872444220308,-32.52235987715065,-324.872444220308
1470,0,Unknown,1,134.1,11.0,-193.19660279387938,6.5389872290046185,-193.19660279387938
1473,0,Unknown,1,414.23,20.0,-659.7466917274726,-11.959069683719179,-659.7466917274726
1474,0,Unknown,1,280.66,17.0,-532.2896176359832,-27.484528703373854,-532.2896176359832
1475,0,Unknown,1,2253.0,56.0,-1983.6035457680562,-237.05947954086824,-1983.6035457680562
1476,0,Unknown,1,1231.17,45.0,160.23410062506565,-23.096476221856562,160.23410062506565
1481,0,Unknown,1,978.21,38.0,-609.1148164681713,0.6364479494979776,-609.1148164681713
1483,0,Unknown,1,431.01,16.0,-705.9588257558199,6.160397689526462,-705.9588257558199
1484,0,Unknown,1,482.74,20.0,-1049.1017437105838,7.931491751406611,-1049.1017437105838
1485,0,Unknown,1,316.44,10.0,177.600816731701,-13.40671312064515,177.600816731701
1488,0,Unknown,1,439.59000000000003,13.0,-212.8047145425279,1.6480049726490051,-212.8047145425279
1489,0,Unknown,1,2092.18,73.0,-2997.821559522793,-261.3670005780599,-2997.821559522793
1490,0,Unknown,1,547.88,22.0,-498.60428297728527,-33.795454340745295,-498.60428297728527
1491,0,Unknown,1,610.92,32.0,-1569.3450241246605,-96.0814728659623,-1569.3450241246605
1492,0,Unknown,1,210.82,14.0,-149.87396357402866,-0.9607768935536143,-149.87396357402866
1493,0,Unknown,1,19.25,1.0,-24.350598025563727,-13.951584953235525,-24.350598025563727
1494,0,Unknown,1,423.68,9.0,-369.9434873837836,2.428753992953517,-369.9434873837836
